"task"	"ID"	"mean"	"sd"
"120"	"B"	"060"	1.81666666666667	0.0770614140699587
"121"	"B"	"061"	1.09	0.0729094607968266
"122"	"B"	"062"	1.7416	0.180847080890643
"123"	"B"	"063"	1.64923076923077	0.107848897144962
"124"	"V"	"001"	1.49896103896104	0.253904169736208
"125"	"V"	"002"	1.77701298701299	0.118865967586062
"126"	"V"	"003"	1.57970149253731	0.261330918448492
"127"	"V"	"004"	1.54088607594937	0.239321636776276
"128"	"V"	"005"	1.49216981132075	0.0794505502630849
"129"	"V"	"006"	1.636	0.0636044960273517
"130"	"V"	"007"	1.8125	0.151822264506889
"131"	"V"	"008"	1.76676470588235	0.189508464482503
"132"	"V"	"009"	1.48202127659574	0.170354341573604
"133"	"V"	"010"	1.9125	0.0824187911999267
"134"	"V"	"011"	1.49984375	0.217208057580235
"135"	"V"	"012"	1.3712987012987	0.223702990647437
"136"	"V"	"013"	1.206875	0.152228956060569
"137"	"V"	"014"	1.603	0.221604868964376
"138"	"V"	"015"	1.71532258064516	0.207156531787158
"139"	"V"	"016"	1.43070422535211	0.245829929269706
"140"	"V"	"017"	1.38990196078431	0.181748902501429
"141"	"V"	"018"	1.49694117647059	0.190569469456877
"142"	"V"	"019"	1.42571428571428	0.0799622163522003
"143"	"V"	"020"	1.51294736842105	0.112947678380354
"144"	"V"	"021"	1.10988372093023	0.086112022608672
"145"	"V"	"022"	1.36666666666667	0.115231094450261
"146"	"V"	"023"	1.56261363636364	0.156642167207762
"147"	"V"	"024"	1.61681818181818	0.161199137604616
"148"	"V"	"025"	1.92245283018868	0.0529842378730678
"149"	"V"	"026"	1.50705128205128	0.232898779498392
"150"	"V"	"027"	1.40504424778761	0.18433337372139
"151"	"V"	"028"	1.65409523809524	0.118724756329788
"152"	"V"	"029"	1.74518518518519	0.207426917071834
"153"	"V"	"030"	1.28505882352941	0.188228733254008
"154"	"V"	"031"	1.46521739130435	0.151007446587868
"155"	"V"	"032"	1.14225806451613	0.103252845336707
"156"	"V"	"033"	1.15363636363636	0.131067570870797
"157"	"V"	"034"	1.38882352941177	0.255300975782104
"158"	"V"	"035"	1.72805555555556	0.181734805919341
"159"	"V"	"036"	1.64816901408451	0.228606398230391
"160"	"V"	"037"	1.86263157894737	0.121203073070627
"161"	"V"	"039"	1.12640625	0.121985780949946
"162"	"V"	"040"	1.45088235294118	0.236351214086898
"163"	"V"	"041"	1.76897058823529	0.170251260375219
"164"	"V"	"042"	1.555	0.239262516337472
"165"	"V"	"043"	1.85857142857143	0.117660341848707
"166"	"V"	"044"	1.40589743589743	0.238743659179745
"167"	"V"	"045"	1.34628571428571	0.145418872061533
"168"	"V"	"046"	1.405	0.093414333074547
"169"	"V"	"047"	1.90964285714286	0.101925250128497
"170"	"V"	"048"	1.17	0.144579479202449
"171"	"V"	"049"	1.64146666666667	0.175034308091326
"172"	"V"	"050"	1.40737373737374	0.133489935862992
"173"	"V"	"051"	1.74555555555555	0.172127213937185
"174"	"V"	"052"	1.38573333333333	0.226615362503345
"175"	"V"	"053"	1.73223880597015	0.16288889032863
"176"	"V"	"054"	1.287	0.13914911808639
"177"	"V"	"055"	1.419	0.259273430695101
"178"	"V"	"056"	1.78254901960785	0.143496942646942
"179"	"V"	"057"	1.73416666666666	0.206795775473351
"180"	"V"	"058"	1.71696202531646	0.147512315264929
"181"	"V"	"059"	1.30359223300971	0.195983464533248
"182"	"V"	"060"	1.92375	0.0914857522084334
"183"	"V"	"061"	1.27639175257732	0.163561822963892
"184"	"V"	"062"	1.49104166666667	0.20277277491225
"185"	"V"	"063"	1.69074074074074	0.206116582506225
